,p0q0
10138,0.251
10139,0.141
10140,0.167
10141,0.147
10142,0.547
10143,0.545
10144,0.477
10145,0.467
10146,0.484
10147,0.558
10148,0.535
10149,0.45
10150,0.49
10151,0.533
10152,0.467
10153,0.522
10154,0.517
10155,0.461
10156,0.533
10157,0.472
10158,0.462
10159,0.466
10160,0.461
10161,0.427
10162,0.467
10163,0.47
10164,0.573
10165,0.43
10166,0.504
10167,0.456
10168,0.119
10169,0.124
10170,0.112
10171,0.106
10172,0.112
10173,0.126
10174,0.115
10175,0.115
10176,0.118
10177,0.123
10178,0.109
10179,0.116
10180,0.12
10181,0.106
10182,0.126
10183,0.116
10184,0.116
10185,0.108
10186,0.114
10187,0.106
10188,0.116
10189,0.111
10190,0.195
10191,0.108
10192,0.118
10193,0.112
10194,0.538
10195,0.503
10196,0.483
10197,0.488
10198,0.47
10199,0.556
10200,0.565
10201,0.44
10202,0.525
10203,0.543
10204,0.485
10205,0.53
10206,0.498
10207,0.511
10208,0.509
10209,0.468
10210,0.469
10211,0.457
10212,0.52
10213,0.483
10214,0.475
10215,0.486
10216,0.538
10217,0.427
10218,0.485
10219,0.49
10220,0.12
10221,0.118
10222,0.105
10223,0.105
10224,0.111
10225,0.12
10226,0.109
10227,0.114
10228,0.115
10229,0.109
10230,0.102
10231,0.115
10232,0.115
10233,0.101
10234,0.126
10235,0.11
10236,0.112
10237,0.101
10238,0.104
10239,0.106
10240,0.109
10241,0.115
10242,0.17
10243,0.101
10244,0.118
10245,0.108
10246,0.138
10247,0.161
10248,0.129
10249,0.103
10250,0.121
10251,0.146
10252,0.099
10253,0.121
10254,0.114
10255,0.128
10256,0.115
10257,0.123
10258,0.124
10259,0.112
10260,0.131
10261,0.129
10262,0.121
10263,0.11
10264,0.12
10265,0.1
10266,0.117
10267,0.128
10268,0.213
10269,0.106
10270,0.125
10271,0.109
10272,0.12
10273,0.089
10274,0.105
10275,0.091
10276,0.086
10277,0.091
10278,0.088
10279,0.124
10280,0.098
10281,0.087
10282,0.083
10283,0.094
10284,0.098
10285,0.088
10286,0.126
10287,0.095
10288,0.084
10289,0.099
10290,0.075
10291,0.075
10292,0.069
10293,0.093
10294,0.076
10295,0.084
10296,0.091
10297,0.081
10298,0.352
10299,0.219
10300,0.285
10301,0.22
10302,0.283
10303,0.236
10304,0.284
10305,0.293
10306,0.235
10307,0.217
10308,0.215
10309,0.231
10310,0.262
10311,0.225
10312,0.286
10313,0.21
10314,0.204
10315,0.238
10316,0.182
10317,0.17
10318,0.162
10319,0.206
10320,0.214
10321,0.189
10322,0.233
10323,0.174
10324,0.398
10325,0.338
10326,0.343
10327,0.33
10328,0.342
10329,0.345
10330,0.338
10331,0.365
10332,0.324
10333,0.319
10334,0.296
10335,0.293
10336,0.34
10337,0.3
10338,0.348
10339,0.296
10340,0.294
10341,0.317
10342,0.261
10343,0.277
10344,0.264
10345,0.286
10346,0.296
10347,0.278
10348,0.34
10349,0.272
10350,0.517
10351,0.395
10352,0.49
10353,0.403
10354,0.433
10355,0.459
10356,0.426
10357,0.463
10358,0.367
10359,0.424
10360,0.439
10361,0.444
10362,0.52
10363,0.429
10364,0.486
10365,0.403
10366,0.399
10367,0.459
10368,0.371
10369,0.368
10370,0.369
10371,0.411
10372,0.421
10373,0.409
10374,0.443
10375,0.376
10376,0.642
10377,0.54
10378,0.576
10379,0.534
10380,0.556
10381,0.552
10382,0.552
10383,0.655
10384,0.482
10385,0.611
10386,0.529
10387,0.553
10388,0.643
10389,0.552
10390,0.568
10391,0.479
10392,0.536
10393,0.587
10394,0.514
10395,0.527
10396,0.494
10397,0.534
10398,0.568
10399,0.503
10400,0.547
10401,0.521
10402,0.057
10403,0.061
10404,0.065
10405,0.077
10406,0.075
10407,0.083
10408,0.069
10409,0.073
10410,0.077
10411,0.081
10412,0.078
10413,0.069
10414,0.072
10415,0.07
10416,0.084
10417,0.075
10418,0.06
10419,0.072
10420,0.07
10421,0.069
10422,0.073
10423,0.08
10424,0.057
10425,0.071
10426,0.074
10427,0.071
10428,0.225
10429,0.16
10430,0.196
10431,0.156
10432,0.175
10433,0.187
10434,0.187
10435,0.194
10436,0.16
10437,0.16
10438,0.156
10439,0.187
10440,0.197
10441,0.179
10442,0.226
10443,0.139
10444,0.16
10445,0.168
10446,0.133
10447,0.121
10448,0.108
10449,0.161
10450,0.177
10451,0.144
10452,0.164
10453,0.122
10454,0.602
10455,0.508
10456,0.564
10457,0.484
10458,0.517
10459,0.508
10460,0.525
10461,0.553
10462,0.386
10463,0.552
10464,0.486
10465,0.5
10466,0.559
10467,0.504
10468,0.572
10469,0.466
10470,0.466
10471,0.539
10472,0.448
10473,0.471
10474,0.452
10475,0.467
10476,0.491
10477,0.466
10478,0.527
10479,0.462
10480,0.11
10481,0.102
10482,0.107
10483,0.109
10484,0.098
10485,0.096
10486,0.1
10487,0.125
10488,0.105
10489,0.097
10490,0.102
10491,0.099
10492,0.104
10493,0.107
10494,0.127
10495,0.107
10496,0.101
10497,0.104
10498,0.098
10499,0.099
10500,0.098
10501,0.101
10502,0.102
10503,0.101
10504,0.108
10505,0.1
10506,0.633
10507,0.537
10508,0.572
10509,0.547
10510,0.549
10511,0.53
10512,0.531
10513,0.631
10514,0.546
10515,0.576
10516,0.527
10517,0.536
10518,0.623
10519,0.565
10520,0.561
10521,0.472
10522,0.529
10523,0.554
10524,0.503
10525,0.522
10526,0.464
10527,0.547
10528,0.569
10529,0.493
10530,0.541
10531,0.489
10532,0.11
10533,0.098
10534,0.107
10535,0.097
10536,0.1
10537,0.107
10538,0.098
10539,0.122
10540,0.106
10541,0.099
10542,0.088
10543,0.101
10544,0.101
10545,0.09
10546,0.129
10547,0.107
10548,0.089
10549,0.105
10550,0.094
10551,0.098
10552,0.089
10553,0.092
10554,0.101
10555,0.095
10556,0.097
10557,0.087
10558,0.149
10559,0.11
10560,0.12
10561,0.117
10562,0.113
10563,0.11
10564,0.11
10565,0.141
10566,0.19
10567,0.113
10568,0.114
10569,0.123
10570,0.128
10571,0.121
10572,0.143
10573,0.145
10574,0.1
10575,0.116
10576,0.092
10577,0.079
10578,0.064
10579,0.108
10580,0.103
10581,0.1
10582,0.19
10583,0.08
10584,0.082
10585,0.077
10586,0.067
10587,0.071
10588,0.068
10589,0.059
10590,0.075
10591,0.065
10592,0.063
10593,0.073
10594,0.071
10595,0.07
10596,0.069
10597,0.073
10598,0.061
10599,0.066
10600,0.078
10601,0.059
10602,0.054
10603,0.057
10604,0.058
10605,0.055
10606,0.053
10607,0.061
10608,0.071
10609,0.05
10610,0.051
10611,0.096
10612,0.182
10613,0.16
10614,0.146
10615,0.171
10616,0.17
10617,0.169
10618,0.167
10619,0.138
10620,0.09
10621,0.172
10622,0.136
10623,0.154
10624,0.147
10625,0.148
10626,0.138
10627,0.139
10628,0.173
10629,0.135
10630,0.112
10631,0.131
10632,0.138
10633,0.118
10634,0.14
10635,0.123
10636,0.162
10637,0.133
10638,0.154
10639,0.202
10640,0.285
10641,0.247
10642,0.198
10643,0.25
10644,0.293
10645,0.267
10646,0.258
10647,0.255
10648,0.192
10649,0.258
10650,0.237
10651,0.243
10652,0.239
10653,0.232
10654,0.239
10655,0.2
10656,0.272
10657,0.231
10658,0.171
10659,0.198
10660,0.186
10661,0.205
10662,0.256
10663,0.197
10664,0.256
10665,0.205
10666,0.255
10667,0.256
10668,0.377
10669,0.329
10670,0.279
10671,0.327
10672,0.345
10673,0.362
10674,0.336
10675,0.372
10676,0.267
10677,0.362
10678,0.323
10679,0.338
10680,0.324
10681,0.297
10682,0.312
10683,0.317
10684,0.368
10685,0.335
10686,0.272
10687,0.263
10688,0.251
10689,0.318
10690,0.357
10691,0.281
10692,0.341
10693,0.308
10694,0.356
10695,0.34
10696,0.43
10697,0.398
10698,0.345
10699,0.399
10700,0.405
10701,0.414
10702,0.407
10703,0.451
10704,0.368
10705,0.438
10706,0.372
10707,0.421
10708,0.425
10709,0.361
10710,0.381
10711,0.393
10712,0.443
10713,0.402
10714,0.353
10715,0.365
10716,0.329
10717,0.413
10718,0.415
10719,0.372
10720,0.425
10721,0.405
10722,0.515
10723,0.411
10724,0.059
10725,0.069
10726,0.076
10727,0.06
10728,0.064
10729,0.059
10730,0.058
10731,0.064
10732,0.061
10733,0.053
10734,0.071
10735,0.066
10736,0.058
10737,0.071
10738,0.065
10739,0.065
10740,0.06
10741,0.06
10742,0.065
10743,0.051
10744,0.068
10745,0.067
10746,0.058
10747,0.062
10748,0.039
10749,0.065
10750,0.058
10751,0.059
10752,0.131
10753,0.123
10754,0.102
10755,0.119
10756,0.116
10757,0.12
10758,0.123
10759,0.092
10760,0.086
10761,0.124
10762,0.097
10763,0.119
10764,0.107
10765,0.114
10766,0.098
10767,0.099
10768,0.132
10769,0.139
10770,0.091
10771,0.096
10772,0.096
10773,0.099
10774,0.101
10775,0.098
10776,0.127
10777,0.094
10778,0.105
10779,0.155
10780,0.426
10781,0.385
10782,0.329
10783,0.388
10784,0.378
10785,0.4
10786,0.387
10787,0.412
10788,0.32
10789,0.402
10790,0.363
10791,0.39
10792,0.374
10793,0.348
10794,0.355
10795,0.407
10796,0.414
10797,0.37
10798,0.317
10799,0.325
10800,0.302
10801,0.364
10802,0.411
10803,0.318
10804,0.394
10805,0.382
10806,0.401
10807,0.374
10808,0.095
10809,0.089
10810,0.091
10811,0.095
10812,0.092
10813,0.089
10814,0.088
10815,0.088
10816,0.084
10817,0.09
10818,0.092
10819,0.091
10820,0.09
10821,0.091
10822,0.084
10823,0.088
10824,0.092
10825,0.086
10826,0.089
10827,0.082
10828,0.089
10829,0.086
10830,0.086
10831,0.088
10832,0.084
10833,0.083
10834,0.085
10835,0.097
10836,0.407
10837,0.393
10838,0.344
10839,0.419
10840,0.398
10841,0.431
10842,0.412
10843,0.437
10844,0.507
10845,0.456
10846,0.358
10847,0.396
10848,0.393
10849,0.348
10850,0.363
10851,0.373
10852,0.439
10853,0.395
10854,0.341
10855,0.365
10856,0.319
10857,0.41
10858,0.43
10859,0.355
10860,0.415
10861,0.389
10862,0.497
10863,0.4
10864,0.094
10865,0.085
10866,0.08
10867,0.083
10868,0.075
10869,0.076
10870,0.077
10871,0.083
10872,0.078
10873,0.082
10874,0.075
10875,0.081
10876,0.083
10877,0.074
10878,0.079
10879,0.079
10880,0.074
10881,0.074
10882,0.072
10883,0.087
10884,0.073
10885,0.068
10886,0.073
10887,0.067
10888,0.073
10889,0.063
10890,0.07
10891,0.087
10892,0.09
10893,0.08
10894,0.076
10895,0.08
10896,0.079
10897,0.072
10898,0.076
10899,0.062
10900,0.063
10901,0.082
10902,0.064
10903,0.077
10904,0.075
10905,0.073
10906,0.065
10907,0.063
10908,0.081
10909,0.068
10910,0.059
10911,0.071
10912,0.063
10913,0.057
10914,0.063
10915,0.066
10916,0.079
10917,0.058
10918,0.066
10919,0.115
10920,0.432
10921,0.353
10922,0.351
10923,0.34
10924,0.34
10925,0.344
10926,0.349
10927,0.299
10928,0.355
10929,0.335
10930,0.407
10931,0.392
10932,0.35
10933,0.328
10934,0.348
10935,0.437
10936,0.358
10937,0.363
10938,0.325
10939,0.358
10940,0.322
10941,0.351
10942,0.4
10943,0.596
10944,0.54
10945,0.442
10946,0.42
10947,0.38
10948,0.481
10949,0.407
10950,0.432
10951,0.367
10952,0.436
10953,0.399
10954,0.482
10955,0.457
10956,0.397
10957,0.41
10958,0.384
10959,0.535
10960,0.389
10961,0.458
10962,0.403
10963,0.42
10964,0.38
10965,0.418
10966,0.437
10967,0.61
10968,0.514
10969,0.433
10970,0.405
10971,0.397
10972,0.567
10973,0.388
10974,0.481
10975,0.435
10976,0.433
10977,0.428
10978,0.494
10979,0.444
10980,0.39
10981,0.483
10982,0.405
10983,0.541
10984,0.463
10985,0.508
10986,0.42
10987,0.384
10988,0.452
10989,0.449
10990,0.479
10991,0.557
10992,0.438
10993,0.391
10994,0.365
10995,0.334
10996,0.342
10997,0.347
10998,0.342
10999,0.325
11000,0.396
11001,0.356
11002,0.428
11003,0.391
11004,0.375
11005,0.34
11006,0.354
11007,0.455
11008,0.373
11009,0.364
11010,0.323
11011,0.403
11012,0.349
11013,0.374
11014,0.424
11015,0.565
11016,0.397
11017,0.348
11018,0.317
11019,0.311
11020,0.307
11021,0.311
11022,0.351
11023,0.271
11024,0.315
11025,0.32
11026,0.374
11027,0.38
11028,0.306
11029,0.301
11030,0.328
11031,0.399
11032,0.328
11033,0.329
11034,0.32
11035,0.32
11036,0.313
11037,0.33
11038,0.346
11039,0.523
11040,0.29
11041,0.253
11042,0.231
11043,0.197
11044,0.235
11045,0.23
11046,0.243
11047,0.204
11048,0.225
11049,0.218
11050,0.262
11051,0.253
11052,0.217
11053,0.21
11054,0.227
11055,0.24
11056,0.228
11057,0.239
11058,0.226
11059,0.206
11060,0.212
11061,0.22
11062,0.24
11063,0.343
11064,0.21
11065,0.191
11066,0.188
11067,0.15
11068,0.182
11069,0.182
11070,0.188
11071,0.152
11072,0.169
11073,0.159
11074,0.205
11075,0.188
11076,0.159
11077,0.16
11078,0.166
11079,0.183
11080,0.169
11081,0.172
11082,0.179
11083,0.148
11084,0.157
11085,0.164
11086,0.181
11087,0.273
11088,0.129
11089,0.103
11090,0.135
11091,0.113
11092,0.121
11093,0.108
11094,0.12
11095,0.103
11096,0.136
11097,0.141
11098,0.124
11099,0.122
11100,0.122
11101,0.118
11102,0.11
11103,0.115
11104,0.101
11105,0.117
11106,0.108
11107,0.141
11108,0.115
11109,0.121
11110,0.121
11111,0.125
11112,0.447
11113,0.372
11114,0.371
11115,0.358
11116,0.48
11117,0.351
11118,0.46
11119,0.549
11120,0.391
11121,0.377
11122,0.43
11123,0.377
11124,0.34
11125,0.441
11126,0.366
11127,0.467
11128,0.421
11129,0.431
11130,0.404
11131,0.356
11132,0.425
11133,0.388
11134,0.437
11135,0.49
11136,0.192
11137,0.196
11138,0.18
11139,0.173
11140,0.187
11141,0.191
11142,0.19
11143,0.181
11144,0.186
11145,0.153
11146,0.187
11147,0.184
11148,0.173
11149,0.182
11150,0.182
11151,0.184
11152,0.182
11153,0.184
11154,0.189
11155,0.167
11156,0.168
11157,0.168
11158,0.184
11159,0.191
11160,0.186
11161,0.188
11162,0.176
11163,0.157
11164,0.168
11165,0.176
11166,0.18
11167,0.154
11168,0.166
11169,0.159
11170,0.179
11171,0.175
11172,0.155
11173,0.166
11174,0.162
11175,0.173
11176,0.168
11177,0.17
11178,0.176
11179,0.152
11180,0.154
11181,0.157
11182,0.172
11183,0.221
11184,0.035
11185,0.036
11186,0.045
11187,0.046
11188,0.042
11189,0.053
11190,0.073
11191,0.04
11192,0.035
11193,0.041
11194,0.058
11195,0.034
11196,0.04
11197,0.033
11198,0.036
11199,0.038
11200,0.043
11201,0.049
11202,0.039
11203,0.033
11204,0.042
11205,0.047
11206,0.048
11207,0.047
11208,0.037
11209,0.12
11210,0.118
11211,0.126
11212,0.125
11213,0.089
11214,0.088
11215,0.127
11216,0.094
11217,0.11
11218,0.116
11219,0.127
11220,0.073
11221,0.092
11222,0.09
11223,0.093
11224,0.087
11225,0.089
11226,0.092
11227,0.091
11228,0.078
11229,0.076
11230,0.076
11231,0.077
11232,0.113
11233,0.113
11234,0.13
11235,0.128
11236,0.139
11237,0.149
11238,0.122
11239,0.127
11240,0.142
11241,0.12
11242,0.13
11243,0.131
11244,0.128
11245,0.088
11246,0.123
11247,0.115
11248,0.108
11249,0.107
11250,0.1
11251,0.113
11252,0.107
11253,0.094
11254,0.102
11255,0.108
11256,0.107
11257,0.117
11258,0.134
11259,0.171
11260,0.177
11261,0.233
11262,0.19
11263,0.152
11264,0.144
11265,0.174
11266,0.162
11267,0.171
11268,0.184
11269,0.185
11270,0.125
11271,0.131
11272,0.132
11273,0.157
11274,0.129
11275,0.15
11276,0.166
11277,0.165
11278,0.131
11279,0.125
11280,0.163
11281,0.134
11282,0.171
11283,0.186
11284,0.229
11285,0.263
11286,0.231
11287,0.21
11288,0.221
11289,0.23
11290,0.24
11291,0.222
11292,0.178
11293,0.26
11294,0.277
11295,0.219
11296,0.202
11297,0.212
11298,0.222
11299,0.185
11300,0.214
11301,0.222
11302,0.226
11303,0.2
11304,0.193
11305,0.211
11306,0.224
11307,0.24
11308,0.209
11309,0.063
11310,0.053
11311,0.056
11312,0.059
11313,0.06
11314,0.048
11315,0.052
11316,0.063
11317,0.055
11318,0.047
11319,0.049
11320,0.063
11321,0.049
11322,0.06
11323,0.061
11324,0.057
11325,0.055
11326,0.056
11327,0.051
11328,0.06
11329,0.053
11330,0.055
11331,0.055
11332,0.041
11333,0.059
11334,0.076
11335,0.076
11336,0.077
11337,0.086
11338,0.069
11339,0.066
11340,0.082
11341,0.08
11342,0.072
11343,0.083
11344,0.085
11345,0.063
11346,0.07
11347,0.072
11348,0.07
11349,0.073
11350,0.069
11351,0.076
11352,0.075
11353,0.062
11354,0.069
11355,0.069
11356,0.067
11357,0.08
11358,0.072
11359,0.219
11360,0.228
11361,0.218
11362,0.215
11363,0.191
11364,0.18
11365,0.223
11366,0.19
11367,0.177
11368,0.229
11369,0.24
11370,0.177
11371,0.21
11372,0.173
11373,0.189
11374,0.164
11375,0.185
11376,0.2
11377,0.199
11378,0.164
11379,0.16
11380,0.198
11381,0.18
11382,0.215
11383,0.198
11384,0.078
11385,0.077
11386,0.078
11387,0.08
11388,0.072
11389,0.078
11390,0.098
11391,0.077
11392,0.078
11393,0.078
11394,0.078
11395,0.081
11396,0.077
11397,0.079
11398,0.082
11399,0.097
11400,0.076
11401,0.078
11402,0.076
11403,0.079
11404,0.075
11405,0.076
11406,0.075
11407,0.081
11408,0.077
11409,0.224
11410,0.259
11411,0.233
11412,0.222
11413,0.234
11414,0.245
11415,0.262
11416,0.228
11417,0.191
11418,0.283
11419,0.301
11420,0.194
11421,0.224
11422,0.245
11423,0.227
11424,0.196
11425,0.221
11426,0.226
11427,0.257
11428,0.236
11429,0.211
11430,0.233
11431,0.226
11432,0.265
11433,0.264
11434,0.057
11435,0.071
11436,0.069
11437,0.065
11438,0.061
11439,0.057
11440,0.077
11441,0.062
11442,0.059
11443,0.058
11444,0.068
11445,0.063
11446,0.058
11447,0.064
11448,0.061
11449,0.061
11450,0.059
11451,0.067
11452,0.076
11453,0.061
11454,0.052
11455,0.06
11456,0.06
11457,0.076
11458,0.068
11459,0.044
11460,0.04
11461,0.048
11462,0.049
11463,0.039
11464,0.034
11465,0.056
11466,0.044
11467,0.039
11468,0.048
11469,0.058
11470,0.035
11471,0.034
11472,0.041
11473,0.04
11474,0.042
11475,0.041
11476,0.043
11477,0.044
11478,0.033
11479,0.034
11480,0.036
11481,0.035
11482,0.054
11483,0.042
11484,0.241
11485,0.211
11486,0.212
11487,0.223
11488,0.221
11489,0.221
11490,0.187
11491,0.229
11492,0.215
11493,0.226
11494,0.207
11495,0.236
11496,0.229
11497,0.198
11498,0.178
11499,0.216
11500,0.221
11501,0.198
11502,0.179
11503,0.191
11504,0.197
11505,0.185
11506,0.168
11507,0.227
11508,0.213
11509,0.306
11510,0.283
11511,0.293
11512,0.293
11513,0.292
11514,0.301
11515,0.225
11516,0.309
11517,0.291
11518,0.296
11519,0.276
11520,0.31
11521,0.302
11522,0.265
11523,0.233
11524,0.284
11525,0.317
11526,0.265
11527,0.236
11528,0.256
11529,0.265
11530,0.239
11531,0.226
11532,0.3
11533,0.274
11534,0.364
11535,0.344
11536,0.368
11537,0.359
11538,0.357
11539,0.362
11540,0.314
11541,0.358
11542,0.342
11543,0.37
11544,0.346
11545,0.342
11546,0.351
11547,0.326
11548,0.304
11549,0.339
11550,0.447
11551,0.331
11552,0.326
11553,0.311
11554,0.323
11555,0.302
11556,0.314
11557,0.348
11558,0.349
11559,0.458
11560,0.429
11561,0.439
11562,0.433
11563,0.41
11564,0.438
11565,0.322
11566,0.427
11567,0.397
11568,0.411
11569,0.401
11570,0.444
11571,0.43
11572,0.376
11573,0.339
11574,0.398
11575,0.554
11576,0.379
11577,0.366
11578,0.391
11579,0.379
11580,0.332
11581,0.353
11582,0.405
11583,0.381
11584,0.217
11585,0.188
11586,0.2
11587,0.196
11588,0.197
11589,0.194
11590,0.173
11591,0.195
11592,0.187
11593,0.184
11594,0.185
11595,0.192
11596,0.206
11597,0.184
11598,0.182
11599,0.189
11600,0.188
11601,0.188
11602,0.189
11603,0.184
11604,0.179
11605,0.18
11606,0.178
11607,0.2
11608,0.189
11609,0.145
11610,0.149
11611,0.154
11612,0.149
11613,0.145
11614,0.145
11615,0.156
11616,0.149
11617,0.145
11618,0.149
11619,0.149
11620,0.159
11621,0.148
11622,0.149
11623,0.142
11624,0.149
11625,0.149
11626,0.149
11627,0.149
11628,0.156
11629,0.146
11630,0.145
11631,0.145
11632,0.145
11633,0.149
11634,0.212
11635,0.203
11636,0.208
11637,0.21
11638,0.205
11639,0.203
11640,0.205
11641,0.203
11642,0.208
11643,0.203
11644,0.203
11645,0.21
11646,0.21
11647,0.203
11648,0.203
11649,0.21
11650,0.204
11651,0.201
11652,0.202
11653,0.204
11654,0.203
11655,0.202
11656,0.209
11657,0.211
11658,0.208
11659,0.42
11660,0.408
11661,0.412
11662,0.415
11663,0.394
11664,0.406
11665,0.318
11666,0.404
11667,0.37
11668,0.41
11669,0.364
11670,0.394
11671,0.395
11672,0.346
11673,0.314
11674,0.376
11675,0.549
11676,0.34
11677,0.35
11678,0.339
11679,0.357
11680,0.316
11681,0.33
11682,0.387
11683,0.363
11684,0.449
11685,0.443
11686,0.433
11687,0.411
11688,0.392
11689,0.449
11690,0.341
11691,0.419
11692,0.391
11693,0.402
11694,0.397
11695,0.422
11696,0.414
11697,0.395
11698,0.354
11699,0.417
11700,0.533
11701,0.38
11702,0.364
11703,0.408
11704,0.385
11705,0.336
11706,0.367
11707,0.406
11708,0.383
11709,0.337
11710,0.347
11711,0.256
11712,0.273
11713,0.238
11714,0.281
11715,0.276
11716,0.287
11717,0.245
11718,0.277
11719,0.274
11720,0.275
11721,0.276
11722,0.297
11723,0.252
11724,0.321
11725,0.273
11726,0.287
11727,0.308
11728,0.256
11729,0.255
11730,0.239
11731,0.245
11732,0.26
11733,0.235
11734,0.3
11735,0.224
11736,0.254
11737,0.247
11738,0.397
11739,0.484
11740,0.334
11741,0.358
11742,0.331
11743,0.373
11744,0.351
11745,0.381
11746,0.33
11747,0.356
11748,0.359
11749,0.369
11750,0.364
11751,0.412
11752,0.346
11753,0.408
11754,0.373
11755,0.371
11756,0.402
11757,0.361
11758,0.344
11759,0.33
11760,0.328
11761,0.334
11762,0.328
11763,0.429
11764,0.32
11765,0.35
11766,0.347
11767,0.529
11768,0.633
11769,0.414
11770,0.442
11771,0.391
11772,0.483
11773,0.448
11774,0.45
11775,0.394
11776,0.42
11777,0.446
11778,0.403
11779,0.441
11780,0.459
11781,0.446
11782,0.473
11783,0.401
11784,0.447
11785,0.466
11786,0.346
11787,0.392
11788,0.377
11789,0.384
11790,0.399
11791,0.358
11792,0.546
11793,0.35
11794,0.399
11795,0.402
11796,0.556
11797,0.705
11798,0.444
11799,0.49
11800,0.437
11801,0.499
11802,0.515
11803,0.515
11804,0.451
11805,0.496
11806,0.494
11807,0.502
11808,0.473
11809,0.498
11810,0.5
11811,0.488
11812,0.482
11813,0.495
11814,0.503
11815,0.47
11816,0.453
11817,0.454
11818,0.435
11819,0.444
11820,0.45
11821,0.634
11822,0.417
11823,0.447
11824,0.481
11825,0.253
11826,0.255
11827,0.228
11828,0.222
11829,0.211
11830,0.249
11831,0.237
11832,0.264
11833,0.203
11834,0.264
11835,0.236
11836,0.256
11837,0.25
11838,0.263
11839,0.231
11840,0.278
11841,0.234
11842,0.258
11843,0.285
11844,0.227
11845,0.218
11846,0.209
11847,0.227
11848,0.228
11849,0.197
11850,0.174
11851,0.201
11852,0.199
11853,0.206
11854,0.155
11855,0.153
11856,0.138
11857,0.156
11858,0.137
11859,0.149
11860,0.145
11861,0.144
11862,0.158
11863,0.153
11864,0.152
11865,0.167
11866,0.152
11867,0.17
11868,0.154
11869,0.138
11870,0.14
11871,0.136
11872,0.168
11873,0.14
11874,0.135
11875,0.144
11876,0.14
11877,0.139
11878,0.158
11879,0.157
11880,0.151
11881,0.163
11882,0.138
11883,0.233
11884,0.224
11885,0.219
11886,0.223
11887,0.217
11888,0.222
11889,0.222
11890,0.23
11891,0.217
11892,0.23
11893,0.229
11894,0.227
11895,0.223
11896,0.221
11897,0.222
11898,0.236
11899,0.222
11900,0.222
11901,0.24
11902,0.211
11903,0.218
11904,0.215
11905,0.221
11906,0.222
11907,0.214
11908,0.213
11909,0.213
11910,0.22
11911,0.222
11912,0.578
11913,0.682
11914,0.446
11915,0.473
11916,0.43
11917,0.49
11918,0.485
11919,0.47
11920,0.437
11921,0.472
11922,0.474
11923,0.454
11924,0.469
11925,0.492
11926,0.466
11927,0.484
11928,0.458
11929,0.465
11930,0.513
11931,0.421
11932,0.446
11933,0.451
11934,0.423
11935,0.44
11936,0.404
11937,0.678
11938,0.393
11939,0.449
11940,0.44
11941,0.528
11942,0.627
11943,0.438
11944,0.469
11945,0.422
11946,0.498
11947,0.47
11948,0.475
11949,0.445
11950,0.446
11951,0.482
11952,0.442
11953,0.446
11954,0.465
11955,0.465
11956,0.454
11957,0.461
11958,0.497
11959,0.47
11960,0.432
11961,0.463
11962,0.419
11963,0.41
11964,0.429
11965,0.44
11966,0.59
11967,0.421
11968,0.426
11969,0.489
11970,0.39
11971,0.348
11972,0.364
11973,0.417
11974,0.33
11975,0.374
11976,0.478
11977,0.623
11978,0.375
11979,0.365
11980,0.381
11981,0.408
11982,0.387
11983,0.427
11984,0.345
11985,0.367
11986,0.345
11987,0.33
11988,0.308
11989,0.426
11990,0.375
11991,0.299
11992,0.374
11993,0.498
11994,0.463
11995,0.467
11996,0.499
11997,0.411
11998,0.465
11999,0.572
12000,0.641
12001,0.459
12002,0.46
12003,0.475
12004,0.479
12005,0.455
12006,0.538
12007,0.437
12008,0.458
12009,0.415
12010,0.407
12011,0.393
12012,0.507
12013,0.464
12014,0.383
12015,0.469
12016,0.591
12017,0.537
12018,0.558
12019,0.586
12020,0.503
12021,0.55
12022,0.686
12023,0.812
12024,0.537
12025,0.552
12026,0.551
12027,0.592
12028,0.558
12029,0.625
12030,0.529
12031,0.551
12032,0.529
12033,0.541
12034,0.5
12035,0.601
12036,0.562
12037,0.481
12038,0.564
12039,0.652
12040,0.61
12041,0.626
12042,0.641
12043,0.538
12044,0.609
12045,0.683
12046,0.879
12047,0.617
12048,0.617
12049,0.611
12050,0.633
12051,0.731
12052,0.653
12053,0.603
12054,0.613
12055,0.568
12056,0.599
12057,0.515
12058,0.673
12059,0.634
12060,0.528
12061,0.64
12062,0.321
12063,0.306
12064,0.309
12065,0.349
12066,0.284
12067,0.324
12068,0.414
12069,0.485
12070,0.332
12071,0.327
12072,0.334
12073,0.346
12074,0.342
12075,0.39
12076,0.302
12077,0.315
12078,0.308
12079,0.297
12080,0.269
12081,0.385
12082,0.333
12083,0.266
12084,0.337
12085,0.225
12086,0.17
12087,0.154
12088,0.137
12089,0.161
12090,0.139
12091,0.15
12092,0.141
12093,0.181
12094,0.152
12095,0.124
12096,0.139
12097,0.123
12098,0.17
12099,0.17
12100,0.164
12101,0.126
12102,0.141
12103,0.133
12104,0.136
12105,0.128
12106,0.149
12107,0.13
12108,0.265
12109,0.249
12110,0.247
12111,0.26
12112,0.235
12113,0.255
12114,0.39
12115,0.453
12116,0.256
12117,0.254
12118,0.256
12119,0.259
12120,0.269
12121,0.318
12122,0.247
12123,0.242
12124,0.242
12125,0.241
12126,0.226
12127,0.28
12128,0.232
12129,0.218
12130,0.259
12131,0.66
12132,0.584
12133,0.615
12134,0.63
12135,0.535
12136,0.587
